Invoice #;Date;Operation Type (purchase / relocation);Product;Quantity;Cost Price;Total;Supplier;Store
911327;8/1/2017; Purchase;" Headphones Type 1; HP";22;53;1166;B;10
911328;8/1/2017; Purchase;" Laptop Type 3; Huawei";8;42;336;C;10
911329;8/1/2017; Purchase;" Phone Type 3; Huawei";18;314;5652;C;10
911330;8/1/2017; Purchase;" Tablet Type 3; Samsung";20;232;4640;A;10
911331;8/1/2017; Purchase;" Mouse Type 2; Huawei";12;8;96;A;10
911332;8/1/2017; Purchase;" Speakers Type 5; Dell";14;59;826;C;10
911333;8/1/2017; Purchase;" Headphones Type 4; Dell";14;20;280;C;10
911334;8/1/2017; Purchase;" Desktop Type 7; HP";7;406;2842;C;10
911335;8/1/2017; Purchase;" Keyboard Type 3; HP";6;16;96;C;10
911336;8/1/2017; Purchase;" Phone Type 11; HP";18;21;378;C;10
911337;8/1/2017; Purchase;" Monitor Type 3; Samsung";16;106;1696;C;10
911338;8/1/2017; Purchase;" Hard Drive Type 4; HP";22;41;902;C;10
911339;8/1/2017; Purchase;" Speakers Type 4; Huawei";4;46;184;A;10
911340;8/1/2017; Purchase;" Charger Type 1; HP";13;7;91;C;10
911341;8/1/2017; Purchase;" Phone Type 7; Dell";1;434;434;B;10
911342;8/1/2017; Purchase;" Tablet Type 7; Dell";23;146;3358;C;10
911343;8/1/2017; Purchase;" Monitor Type 2; Samsung";20;74;1480;C;10
911344;8/1/2017; Purchase;" Speakers Type 7; Dell";3;25;75;C;10
911345;8/1/2017; Purchase;" Headphones Type 4; Huawei";18;21;378;B;10
911346;8/1/2017; Purchase;" Mouse Type 5; HP";13;11;143;A;10
911347;8/1/2017; Purchase;" Microphone Type 2; Samsung";4;18;72;C;10
911348;8/1/2017; Purchase;" Mouse Type 1; Samsung";13;5;65;C;10
911349;8/1/2017; Purchase;" Mouse Type 4; HP";7;8;56;C;10
911350;8/1/2017; Purchase;" Speakers Type 7; Huawei";21;25;525;C;10
911351;8/1/2017; Purchase;" Speakers Type 1; Dell";5;12;60;C;10
911352;8/1/2017; Purchase;" Microphone Type 3; Huawei";9;28;252;C;10
911353;8/1/2017; Purchase;" Mouse Type 1; HP";17;4;68;C;10
911354;8/1/2017; Purchase;" Smart Watch Type 2; Huawei";6;138;828;B;10
911355;8/1/2017; Purchase;" Headphones Type 3; Huawei";10;30;300;C;10
911356;8/1/2017; Purchase;" Phone Type 10; Dell";20;237;4740;C;10
911357;8/1/2017; Purchase;" Speakers Type 4; Huawei";11;46;506;A;10
911358;8/1/2017; Purchase;" Desktop Type 11; HP";22;366;8052;A;10
911359;8/1/2017; Purchase;" Memory Type 2; Dell";17;68;1156;C;10
911360;8/1/2017; Purchase;" Phone Type 5; Dell";22;370;8140;B;10
911361;8/1/2017; Purchase;" Desktop Type 11; Samsung";22;335;7370;B;10
911362;8/1/2017; Purchase;" Monitor Type 2; HP";17;76;1292;A;10
911363;8/1/2017; Purchase;" Smart Watch Type 2; HP";1;120;120;C;10
911364;8/1/2017; Purchase;" Headphones Type 4; Dell";6;20;120;C;10
911365;8/1/2017; Purchase;" Tablet Type 5; HP";8;142;1136;C;10
911366;8/1/2017; Purchase;" Laptop Type 6; HP";12;5;60;A;10
911367;8/1/2017; Purchase;" Phone Type 1; Samsung";1;200;200;A;10
911368;8/1/2017; Purchase;" Desktop Type 11; Dell";21;281;5901;C;10
911369;8/1/2017; Purchase;" Tablet Type 1; Huawei";8;300;2400;A;10
911370;8/1/2017; Purchase;" Speakers Type 5; HP";10;61;610;C;10
911371;8/1/2017; Purchase;" Desktop Type 2; Dell";17;223;3791;B;10
911372;8/1/2017; Purchase;" Desktop Type 9; Dell";18;339;6102;C;10
911373;8/1/2017; Purchase;" Laptop Type 5; Dell";3;33;99;C;10
911374;8/1/2017; Purchase;" Phone Type 4; HP";1;332;332;C;10
911375;8/1/2017; Purchase;" Headphones Type 6; Samsung";21;34;714;C;10
911376;8/1/2017; Purchase;" Keyboard Type 3; Huawei";15;14;210;C;10
911377;8/1/2017; Purchase;" Tablet Type 5; HP";24;142;3408;A;10
911378;8/1/2017; Purchase;" Tablet Type 2; Dell";21;154;3234;A;10
911379;8/1/2017; Purchase;" Phone Type 10; Huawei";9;234;2106;A;10
911380;8/1/2017; Purchase;" Desktop Type 2; HP";3;225;675;C;10
911381;8/1/2017; Purchase;" Desktop Type 7; Dell";6;342;2052;C;10
911382;8/1/2017; Purchase;" Microphone Type 3; Dell";11;34;374;B;10
911383;8/1/2017; Purchase;" Hard Drive Type 7; HP";12;90;1080;A;10
911384;8/1/2017; Purchase;" Hard Drive Type 6; Huawei";8;63;504;C;10
911385;8/1/2017; Purchase;" Monitor Type 3; Samsung";2;106;212;C;10
911386;8/1/2017; Purchase;" Hard Drive Type 6; Dell";14;61;854;B;10
911387;8/1/2017; Purchase;" Hard Drive Type 4; Huawei";7;45;315;A;10
911388;8/1/2017; Purchase;" Monitor Type 1; HP";22;94;2068;C;10
911389;8/1/2017; Purchase;" Phone Type 11; HP";13;21;273;C;10
911390;8/1/2017; Purchase;" Phone Type 12; Dell";10;50;500;C;10
911391;8/1/2017; Purchase;" Smart Watch Type 2; Dell";20;151;3020;C;10
911392;8/1/2017; Purchase;" Desktop Type 3; Samsung";10;131;1310;C;10
911393;8/1/2017; Purchase;" Smart Watch Type 1; HP";22;178;3916;C;10
911394;8/1/2017; Purchase;" Hard Drive Type 8; Samsung";11;81;891;C;10
911395;8/1/2017; Purchase;" Headphones Type 5; Dell";2;17;34;C;10
911396;8/1/2017; Purchase;" Laptop Type 5; Samsung";22;904;19888;C;10
911397;8/1/2017; Purchase;" Headphones Type 1; Dell";16;41;656;C;10
911398;8/1/2017; Purchase;" Memory Type 2; HP";20;66;1320;C;10
911399;8/1/2017; Purchase;" Speakers Type 1; HP";10;45;450;C;10
911400;8/1/2017; Purchase;" Laptop Type 6; Dell";10;958;9580;C;10
911401;8/1/2017; Purchase;" Hard Drive Type 5; Huawei";4;62;248;C;10
911402;8/1/2017; Purchase;" Headphones Type 3; Dell";22;45;990;B;10
911403;8/1/2017; Purchase;" Tablet Type 5; Huawei";16;121;1936;A;10
911404;8/1/2017; Purchase;" Phone Type 7; Dell";3;434;1302;A;10
911405;8/1/2017; Purchase;" Tablet Type 4; HP";19;21;399;C;10
911406;8/1/2017; Purchase;" Desktop Type 12; Huawei";8;168;1344;C;10
911407;8/1/2017; Purchase;" Speakers Type 2; HP";23;36;828;C;10
911408;8/1/2017; Purchase;" Tablet Type 3; Huawei";5;203;1015;C;10
911409;8/1/2017; Purchase;" Laptop Type 1; Samsung";18;615;11070;C;10
911410;8/1/2017; Purchase;" Phone Type 7; Samsung";1;336;336;C;10
911411;8/1/2017; Purchase;" Hard Drive Type 8; Huawei";5;80;400;C;10
911412;8/1/2017; Purchase;" Speakers Type 6; Huawei";21;12;252;C;10
911413;8/1/2017; Purchase;" Phone Type 4; HP";5;332;1660;C;10
911414;8/1/2017; Purchase;" Headphones Type 1; HP";4;53;212;C;10
911415;8/1/2017; Purchase;" Microphone Type 1; HP";12;27;324;C;10
911416;8/1/2017; Purchase;" Memory Type 4; Huawei";6;50;300;A;10
911417;8/1/2017; Purchase;" Memory Type 3; Samsung";23;29;667;A;10
911418;8/1/2017; Purchase;" Hard Drive Type 2; Dell";5;29;145;C;10
911419;8/1/2017; Purchase;" Memory Type 3; HP";23;29;667;B;10
911420;8/1/2017; Purchase;" Monitor Type 3; HP";9;115;1035;C;10
911421;8/1/2017; Purchase;" Microphone Type 2; Samsung";15;18;270;C;10
911422;8/1/2017; Purchase;" Mouse Type 6; Samsung";13;17;221;B;10
911423;8/1/2017; Purchase;" Hard Drive Type 3; Samsung";18;39;702;A;10
911424;8/1/2017; Purchase;" Laptop Type 5; Samsung";12;904;10848;A;10
911425;8/1/2017; Purchase;" Phone Type 4; Dell";24;144;3456;C;10
911426;8/1/2017; Purchase;" Keyboard Type 1; Samsung";21;37;777;C;10
911427;8/1/2017; Purchase;" Keyboard Type 3; Huawei";6;14;84;C;10
911428;8/1/2017; Purchase;" Phone Type 3; Huawei";6;314;1884;A;10
911429;8/1/2017; Purchase;" Hard Drive Type 4; Samsung";15;44;660;B;10
911430;8/1/2017; Purchase;" Keyboard Type 4; Samsung";11;12;132;B;10
911431;8/1/2017; Purchase;" Phone Type 2; Dell";6;266;1596;C;10
911432;8/1/2017; Purchase;" Microphone Type 3; Huawei";3;28;84;A;10
911433;8/1/2017; Purchase;" Mouse Type 1; Huawei";24;4;96;B;10
911434;8/1/2017; Purchase;" Mouse Type 2; Huawei";22;8;176;A;10
911435;8/1/2017; Purchase;" Phone Type 9; Huawei";24;30;720;B;10
911436;8/1/2017; Purchase;" Keyboard Type 2; Huawei";9;10;90;C;10
911437;8/1/2017; Purchase;" Tablet Type 3; Dell";23;187;4301;C;10
911438;8/1/2017; Purchase;" Phone Type 4; Dell";14;144;2016;C;10
911439;8/1/2017; Purchase;" Speakers Type 2; HP";15;36;540;C;10
911440;8/1/2017; Purchase;" Phone Type 9; Samsung";24;243;5832;A;10
911441;8/1/2017; Purchase;" Speakers Type 4; Huawei";13;46;598;C;10
911442;8/1/2017; Purchase;" Laptop Type 2; HP";4;1437;5748;C;10
911443;8/1/2017; Purchase;" Phone Type 7; Samsung";10;336;3360;C;10
911444;8/1/2017; Purchase;" Phone Type 3; Dell";15;310;4650;B;10
911445;8/1/2017; Purchase;" Hard Drive Type 4; Samsung";17;44;748;A;10
911446;8/1/2017; Purchase;" Desktop Type 9; Samsung";22;554;12188;C;10
911447;8/1/2017; Purchase;" Tablet Type 7; Dell";5;146;730;C;10
911448;8/1/2017; Purchase;" Hard Drive Type 4; Huawei";8;45;360;C;10
911449;8/1/2017; Purchase;" Phone Type 6; Dell";19;316;6004;C;10
911450;8/1/2017; Purchase;" Tablet Type 3; Huawei";11;203;2233;C;10
911451;8/1/2017; Purchase;" Desktop Type 5; Samsung";15;261;3915;C;10
911452;8/1/2017; Purchase;" Laptop Type 1; HP";6;577;3462;B;10
911453;8/1/2017; Purchase;" Laptop Type 1; HP";23;577;13271;C;10
911454;8/1/2017; Purchase;" Mouse Type 1; Samsung";20;5;100;C;10
911455;8/1/2017; Purchase;" Keyboard Type 1; Huawei";6;37;222;C;10
911456;8/1/2017; Purchase;" Memory Type 2; Huawei";20;84;1680;A;10
911457;8/1/2017; Purchase;" Headphones Type 3; Huawei";13;30;390;C;10
911458;8/1/2017; Purchase;" Phone Type 2; HP";10;220;2200;C;10
911459;8/1/2017; Purchase;" Desktop Type 9; Dell";21;339;7119;B;10
911460;8/1/2017; Purchase;" Speakers Type 5; Samsung";24;64;1536;C;10
911461;8/1/2017; Purchase;" Monitor Type 4; Huawei";2;138;276;C;10
911462;8/1/2017; Purchase;" Microphone Type 3; Samsung";21;31;651;C;10
911463;8/1/2017; Purchase;" Speakers Type 2; HP";21;36;756;B;10
911464;8/1/2017; Purchase;" Speakers Type 4; Samsung";6;55;330;B;10
911465;8/1/2017; Purchase;" Phone Type 9; Dell";4;325;1300;B;10
911466;8/1/2017; Purchase;" Speakers Type 1; Dell";7;12;84;C;10
911467;8/1/2017; Purchase;" Hard Drive Type 2; Dell";22;29;638;C;10
911468;8/1/2017; Purchase;" Monitor Type 4; Huawei";10;138;1380;B;10
911469;8/1/2017; Purchase;" Tablet Type 6; Samsung";6;166;996;C;10
911470;8/1/2017; Purchase;" Monitor Type 3; Dell";3;133;399;C;10
911471;8/1/2017; Purchase;" Keyboard Type 2; Huawei";18;10;180;C;10
911472;8/1/2017; Purchase;" Speakers Type 1; Samsung";8;42;336;C;10
911473;8/1/2017; Purchase;" Keyboard Type 3; Huawei";3;14;42;C;10
911474;8/1/2017; Purchase;" Phone Type 7; HP";16;320;5120;B;10
911475;8/1/2017; Purchase;" Headphones Type 5; Huawei";5;16;80;C;10
911476;8/1/2017; Purchase;" Hard Drive Type 4; Huawei";17;45;765;C;10
911477;8/1/2017; Purchase;" Speakers Type 2; Huawei";4;30;120;B;10
911478;8/1/2017; Purchase;" Phone Type 12; HP";15;316;4740;A;10
911479;8/1/2017; Purchase;" Speakers Type 2; Dell";19;32;608;C;10
911480;8/1/2017; Purchase;" Headphones Type 1; Dell";8;41;328;A;10
911481;8/1/2017; Purchase;" Mouse Type 3; Dell";12;9;108;C;10
911482;8/1/2017; Purchase;" Mouse Type 6; Samsung";6;17;102;C;10
911483;8/1/2017; Purchase;" Desktop Type 5; Dell";11;266;2926;C;10
911484;8/1/2017; Purchase;" Phone Type 9; Samsung";18;243;4374;B;10
911485;8/1/2017; Purchase;" Monitor Type 3; Dell";12;133;1596;A;10
911486;8/1/2017; Purchase;" Speakers Type 4; Huawei";23;46;1058;C;10
911487;8/1/2017; Purchase;" Laptop Type 4; Huawei";11;1172;12892;C;10
911488;8/1/2017; Purchase;" Mouse Type 5; HP";22;11;242;C;10
911489;8/1/2017; Purchase;" Tablet Type 5; Samsung";3;135;405;A;10
911490;8/1/2017; Purchase;" Speakers Type 2; Samsung";18;28;504;C;10
911491;8/1/2017; Purchase;" Phone Type 3; HP";4;333;1332;A;10
911492;8/1/2017; Purchase;" Monitor Type 4; Huawei";15;138;2070;B;10
911493;8/1/2017; Purchase;" Desktop Type 2; HP";13;225;2925;C;10
911494;8/1/2017; Purchase;" Phone Type 12; Dell";1;50;50;C;10
911495;8/1/2017; Purchase;" Speakers Type 2; Huawei";24;30;720;C;10
911496;8/1/2017; Purchase;" Tablet Type 5; Dell";24;120;2880;A;10
911497;8/1/2017; Purchase;" Speakers Type 7; Dell";13;25;325;C;10
911498;8/1/2017; Purchase;" Tablet Type 5; Samsung";5;135;675;A;10
911499;8/1/2017; Purchase;" Phone Type 10; Dell";2;237;474;C;10
911500;8/1/2017; Purchase;" Hard Drive Type 3; Huawei";19;39;741;C;10
911501;8/1/2017; Purchase;" Desktop Type 9; Samsung";14;554;7756;C;10
911502;8/1/2017; Purchase;" Speakers Type 1; Samsung";21;42;882;C;10
911503;8/1/2017; Purchase;" Laptop Type 3; Samsung";2;194;388;C;10
911504;8/1/2017; Purchase;" Mouse Type 2; Dell";14;6;84;A;10
911505;8/1/2017; Purchase;" Mouse Type 7; Samsung";21;10;210;C;10
911506;8/1/2017; Purchase;" Keyboard Type 2; Huawei";20;10;200;C;10
911507;8/1/2017; Purchase;" Phone Type 11; Dell";12;319;3828;C;10
911508;8/1/2017; Purchase;" Headphones Type 5; HP";17;17;289;C;10
911509;8/1/2017; Purchase;" Smart Watch Type 3; Dell";6;143;858;A;10
911510;8/1/2017; Purchase;" Keyboard Type 2; Samsung";13;10;130;C;10
911511;8/1/2017; Purchase;" Headphones Type 3; Huawei";6;30;180;B;10
911512;8/1/2017; Purchase;" Keyboard Type 1; Samsung";5;37;185;C;10
911513;8/1/2017; Purchase;" Keyboard Type 3; HP";23;16;368;B;10
911514;8/1/2017; Purchase;" Speakers Type 2; HP";21;36;756;C;10
911515;8/1/2017; Purchase;" Phone Type 3; Huawei";1;314;314;C;10
911516;8/1/2017; Purchase;" Phone Type 12; Samsung";17;275;4675;C;10
911517;8/1/2017; Purchase;" Laptop Type 1; Huawei";20;533;10660;B;10
911518;8/1/2017; Purchase;" Microphone Type 3; Dell";8;34;272;C;10
911519;8/1/2017; Purchase;" Speakers Type 5; HP";1;61;61;B;10
911520;8/1/2017; Purchase;" Monitor Type 1; HP";4;94;376;C;10
911521;8/1/2017; Purchase;" Monitor Type 3; Samsung";22;106;2332;C;10
911522;8/1/2017; Purchase;" Charger Type 1; Huawei";15;7;105;A;10
911523;8/1/2017; Purchase;" Tablet Type 2; HP";20;183;3660;A;10
911524;8/1/2017; Purchase;" Hard Drive Type 3; Huawei";12;39;468;C;10
911525;8/1/2017; Purchase;" Microphone Type 2; Dell";21;19;399;C;10
911526;8/1/2017; Purchase;" Headphones Type 5; Huawei";14;16;224;A;10
911527;8/1/2017; Purchase;" Phone Type 7; Samsung";10;336;3360;C;10
911528;8/1/2017; Purchase;" Hard Drive Type 8; Huawei";16;80;1280;C;10
911529;8/1/2017; Purchase;" Microphone Type 1; HP";7;27;189;A;10
911530;8/1/2017; Purchase;" Phone Type 11; HP";21;21;441;C;10
911531;8/1/2017; Purchase;" Desktop Type 12; Huawei";6;168;1008;C;10
911532;8/1/2017; Purchase;" Tablet Type 3; Samsung";24;232;5568;C;10
911533;8/1/2017; Purchase;" Mouse Type 2; Samsung";2;7;14;A;10
911534;8/1/2017; Purchase;" Phone Type 1; Dell";18;27;486;C;10
911535;8/1/2017; Purchase;" Charger Type 2; Huawei";15;9;135;C;10
911536;8/1/2017; Purchase;" Tablet Type 5; HP";11;142;1562;C;10
911537;8/1/2017; Purchase;" Hard Drive Type 3; HP";18;54;972;C;10
911538;8/1/2017; Purchase;" Hard Drive Type 5; Huawei";16;62;992;C;10
911539;8/1/2017; Purchase;" Desktop Type 11; Dell";14;281;3934;C;10
911540;8/1/2017; Purchase;" Mouse Type 4; Samsung";10;15;150;C;10
911541;8/1/2017; Purchase;" Laptop Type 1; Samsung";16;615;9840;A;10
911542;8/1/2017; Purchase;" Laptop Type 4; HP";2;1158;2316;C;10
911543;8/1/2017; Purchase;" Desktop Type 2; HP";3;225;675;A;10
911544;8/1/2017; Purchase;" Microphone Type 1; Huawei";18;25;450;C;10
911545;8/1/2017; Purchase;" Phone Type 7; Huawei";12;351;4212;C;10
911546;8/1/2017; Purchase;" Phone Type 5; HP";14;362;5068;C;10
911547;8/1/2017; Purchase;" Keyboard Type 2; Huawei";2;10;20;A;10
911548;8/1/2017; Purchase;" Phone Type 12; Dell";4;50;200;A;10
911549;8/1/2017; Purchase;" Laptop Type 5; Dell";23;33;759;C;10
911550;8/1/2017; Purchase;" Tablet Type 1; Samsung";15;370;5550;C;10
911551;8/1/2017; Purchase;" Laptop Type 3; HP";4;1333;5332;C;10
911552;8/1/2017; Purchase;" Phone Type 8; HP";24;233;5592;A;10
911553;8/1/2017; Purchase;" Desktop Type 6; HP";17;234;3978;A;10
911554;8/1/2017; Purchase;" Tablet Type 2; Huawei";10;156;1560;B;10
911555;8/1/2017; Purchase;" Headphones Type 2; Dell";8;26;208;B;10
911556;8/1/2017; Purchase;" Desktop Type 3; Dell";3;45;135;C;10
911557;8/1/2017; Purchase;" Laptop Type 3; Huawei";12;42;504;C;10
911558;8/1/2017; Purchase;" Phone Type 7; Huawei";7;351;2457;C;10
911559;8/1/2017; Purchase;" Monitor Type 1; HP";23;94;2162;A;10
911560;8/1/2017; Purchase;" Smart Watch Type 3; Huawei";16;153;2448;B;10
911561;8/1/2017; Purchase;" Phone Type 3; HP";8;333;2664;C;10
911562;8/1/2017; Purchase;" Monitor Type 4; Huawei";19;138;2622;C;10
911563;8/1/2017; Purchase;" Desktop Type 11; Huawei";9;322;2898;A;10
911564;8/1/2017; Purchase;" Hard Drive Type 8; Dell";1;69;69;C;10
911565;8/1/2017; Purchase;" Memory Type 4; HP";5;48;240;C;10
911566;8/1/2017; Purchase;" Headphones Type 2; HP";23;27;621;C;10
911567;8/1/2017; Purchase;" Smart Watch Type 2; HP";16;120;1920;C;10
911568;8/1/2017; Purchase;" Desktop Type 12; Huawei";18;168;3024;C;10
911569;8/1/2017; Purchase;" Tablet Type 2; HP";16;183;2928;C;10
911570;8/1/2017; Purchase;" Speakers Type 1; Dell";14;12;168;C;10
911571;8/1/2017; Purchase;" Tablet Type 4; HP";2;21;42;C;10
911572;8/1/2017; Purchase;" Headphones Type 5; Samsung";5;17;85;C;10
911573;8/1/2017; Purchase;" Memory Type 1; Huawei";2;37;74;C;10
911574;8/1/2017; Purchase;" Speakers Type 5; Huawei";14;61;854;C;10
911575;8/1/2017; Purchase;" Tablet Type 4; Dell";2;268;536;B;10
911576;8/1/2017; Purchase;" Desktop Type 9; Huawei";11;432;4752;B;10
911577;8/1/2017; Purchase;" Phone Type 7; Samsung";4;336;1344;C;10
911578;8/1/2017; Purchase;" Phone Type 6; Samsung";19;281;5339;A;10
911579;8/1/2017; Purchase;" Phone Type 10; HP";8;275;2200;B;10
911580;8/1/2017; Purchase;" Hard Drive Type 6; Huawei";23;63;1449;B;10
911581;8/1/2017; Purchase;" Mouse Type 2; Huawei";10;8;80;B;10
911582;8/1/2017; Purchase;" Smart Watch Type 2; Huawei";13;138;1794;C;10
911583;8/1/2017; Purchase;" Tablet Type 6; HP";12;194;2328;C;10
911584;8/1/2017; Purchase;" Phone Type 1; Dell";5;27;135;C;10
911585;8/1/2017; Purchase;" Desktop Type 10; HP";12;250;3000;C;10
911586;8/1/2017; Purchase;" Monitor Type 4; Dell";17;163;2771;C;10
911587;8/1/2017; Purchase;" Laptop Type 6; Huawei";16;789;12624;B;10
911588;8/1/2017; Purchase;" Desktop Type 7; HP";19;406;7714;B;10
911589;8/1/2017; Purchase;" Phone Type 11; HP";1;21;21;C;10
911590;8/1/2017; Purchase;" Laptop Type 5; Huawei";9;722;6498;A;10
911591;8/1/2017; Purchase;" Mouse Type 2; Dell";20;6;120;C;10
911592;8/1/2017; Purchase;" Phone Type 9; Samsung";21;243;5103;C;10
911593;8/1/2017; Purchase;" Hard Drive Type 2; HP";10;29;290;A;10
911594;8/1/2017; Purchase;" Monitor Type 4; Dell";7;163;1141;C;10
911595;8/1/2017; Purchase;" Mouse Type 2; Huawei";22;8;176;C;10
911596;8/1/2017; Purchase;" Smart Watch Type 1; HP";2;178;356;C;10
911597;8/1/2017; Purchase;" Phone Type 8; Samsung";16;253;4048;C;10
911598;8/1/2017; Purchase;" Tablet Type 2; HP";18;183;3294;C;10
911599;8/1/2017; Purchase;" Mouse Type 1; HP";3;4;12;B;10
911600;8/1/2017; Purchase;" Memory Type 4; Dell";18;50;900;A;10
911601;8/1/2017; Purchase;" Phone Type 1; Samsung";3;200;600;C;10
911602;8/1/2017; Purchase;" Microphone Type 2; Samsung";24;18;432;C;10
911603;8/1/2017; Purchase;" Tablet Type 7; Huawei";6;160;960;A;10
911604;8/1/2017; Purchase;" Monitor Type 2; HP";2;76;152;C;10
911605;8/1/2017; Purchase;" Memory Type 3; Dell";23;32;736;C;10
911606;8/1/2017; Purchase;" Headphones Type 6; Huawei";23;32;736;A;10
911607;8/1/2017; Purchase;" Mouse Type 7; HP";4;10;40;C;10
911608;8/1/2017; Purchase;" Speakers Type 5; Samsung";16;64;1024;C;10
911609;8/1/2017; Purchase;" Charger Type 1; Huawei";24;7;168;A;10
911610;8/1/2017; Purchase;" Desktop Type 7; Samsung";1;304;304;B;10
911611;8/1/2017; Purchase;" Speakers Type 3; Samsung";21;54;1134;C;10
911612;8/1/2017; Purchase;" Mouse Type 1; HP";12;4;48;C;10
911613;8/1/2017; Purchase;" Memory Type 4; Huawei";20;50;1000;C;10
911614;8/1/2017; Purchase;" Speakers Type 1; HP";24;45;1080;C;10
911615;8/1/2017; Purchase;" Desktop Type 2; HP";18;225;4050;C;10
911616;8/1/2017; Purchase;" Desktop Type 8; Samsung";16;421;6736;C;10
911617;8/1/2017; Purchase;" Headphones Type 2; Samsung";14;30;420;B;10
911618;8/1/2017; Purchase;" Memory Type 2; Samsung";19;62;1178;C;10
911619;8/1/2017; Purchase;" Charger Type 2; HP";6;9;54;C;10
911620;8/1/2017; Purchase;" Speakers Type 1; Dell";12;12;144;C;10
911621;8/1/2017; Purchase;" Headphones Type 4; Samsung";9;21;189;C;10
911622;8/1/2017; Purchase;" Hard Drive Type 2; HP";18;29;522;B;10
911623;8/1/2017; Purchase;" Mouse Type 1; HP";8;4;32;C;10
911624;8/1/2017; Purchase;" Speakers Type 4; Dell";12;57;684;C;10
911625;8/1/2017; Purchase;" Speakers Type 5; Samsung";11;64;704;C;10
911626;8/1/2017; Purchase;" Hard Drive Type 3; Huawei";12;39;468;B;10
911627;8/1/2017; Purchase;" Laptop Type 2; Samsung";22;1501;33022;C;10
911628;8/1/2017; Purchase;" Monitor Type 4; Huawei";2;138;276;A;10
911629;8/1/2017; Purchase;" Laptop Type 3; Dell";9;311;2799;C;10
911630;8/1/2017; Purchase;" Laptop Type 5; Huawei";6;722;4332;B;10
911631;8/1/2017; Purchase;" Hard Drive Type 1; Dell";22;32;704;C;10
911632;8/1/2017; Purchase;" Hard Drive Type 8; HP";13;75;975;C;10
911633;8/1/2017; Purchase;" Tablet Type 2; HP";13;183;2379;C;10
911634;8/1/2017; Purchase;" Hard Drive Type 2; HP";9;29;261;C;10
911635;8/1/2017; Purchase;" Phone Type 11; Dell";5;319;1595;C;10
911636;8/1/2017; Purchase;" Mouse Type 3; Dell";22;9;198;C;10
911637;8/1/2017; Purchase;" Phone Type 8; Dell";23;39;897;C;10
911638;8/1/2017; Purchase;" Keyboard Type 4; HP";11;13;143;C;10
911639;8/1/2017; Purchase;" Headphones Type 6; Huawei";23;32;736;C;10
911640;8/1/2017; Purchase;" Headphones Type 4; Samsung";23;21;483;C;10
911641;8/1/2017; Purchase;" Phone Type 10; Dell";21;237;4977;B;10
911642;8/1/2017; Purchase;" Phone Type 9; Samsung";19;243;4617;B;10
911643;8/1/2017; Purchase;" Monitor Type 1; HP";5;94;470;A;10
911644;8/1/2017; Purchase;" Speakers Type 1; Huawei";9;40;360;A;10
911645;8/1/2017; Purchase;" Microphone Type 2; HP";7;22;154;B;10
911646;8/1/2017; Purchase;" Speakers Type 1; Samsung";5;42;210;B;10
911647;8/1/2017; Purchase;" Tablet Type 4; HP";14;21;294;C;10
911648;8/1/2017; Purchase;" Desktop Type 9; HP";15;529;7935;C;10
911649;8/1/2017; Purchase;" Monitor Type 2; HP";6;76;456;B;10
911650;8/1/2017; Purchase;" Phone Type 4; Huawei";24;364;8736;B;10
911651;8/1/2017; Purchase;" Desktop Type 6; Huawei";18;144;2592;C;10
911652;8/1/2017; Purchase;" Smart Watch Type 3; HP";24;132;3168;B;10
911653;8/1/2017; Purchase;" Memory Type 2; Samsung";23;62;1426;C;10
911654;8/1/2017; Purchase;" Memory Type 3; Huawei";1;34;34;C;10
911655;8/1/2017; Purchase;" Mouse Type 3; Huawei";10;10;100;C;10
911656;8/1/2017; Purchase;" Laptop Type 5; HP";16;913;14608;C;10
911657;8/1/2017; Purchase;" Headphones Type 4; Huawei";18;21;378;C;10
911658;8/1/2017; Purchase;" Desktop Type 12; Dell";16;197;3152;C;10
911659;8/1/2017; Purchase;" Mouse Type 6; Huawei";13;16;208;C;10
911660;8/1/2017; Purchase;" Speakers Type 2; Samsung";17;28;476;C;10
911661;8/1/2017; Purchase;" Speakers Type 6; HP";22;14;308;C;10
911662;8/1/2017; Purchase;" Monitor Type 4; Huawei";3;138;414;B;10
911663;8/1/2017; Purchase;" Tablet Type 5; HP";21;142;2982;C;10
911664;8/1/2017; Purchase;" Headphones Type 6; Samsung";10;34;340;C;10
911665;8/1/2017; Purchase;" Monitor Type 1; Huawei";23;99;2277;C;10
911666;8/1/2017; Purchase;" Mouse Type 5; Dell";11;10;110;B;10
911667;8/1/2017; Purchase;" Desktop Type 2; Samsung";22;204;4488;B;10
911668;8/1/2017; Purchase;" Speakers Type 3; Huawei";8;57;456;C;10
911669;8/1/2017; Purchase;" Mouse Type 2; Dell";10;6;60;C;10
911670;8/1/2017; Purchase;" Desktop Type 3; HP";1;172;172;B;10
911671;8/1/2017; Purchase;" Mouse Type 4; Huawei";17;16;272;C;10
911672;8/1/2017; Purchase;" Desktop Type 5; HP";16;170;2720;C;10
911673;8/1/2017; Purchase;" Phone Type 9; Samsung";8;243;1944;C;10
911674;8/1/2017; Purchase;" Tablet Type 3; Huawei";9;203;1827;C;10
911675;8/1/2017; Purchase;" Mouse Type 5; Dell";14;10;140;B;10
911676;8/1/2017; Purchase;" Desktop Type 3; Dell";5;45;225;C;10
911677;8/1/2017; Purchase;" Mouse Type 5; HP";5;11;55;B;10
